,taxonKey,area,Scientific.Name,Literature.Count,Status,Jepson.Link,CRPR,SRank,CESA,Species.Group,NatureServe.Rounded.Global.Rank,U.S..Endangered.Species.Act.Status,Distribution,View.on.NatureServe.Explorer,Rating,rarity,native,GenCategory,score
693,2777027,1011.613458,Nolina interrata,56.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=34687,1B.1,S2,CE,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138817/Nolina_interrata,None,1.0,1.0,Rare,0.05535711249899168
694,2778437,508335.762645,Asphodelus fistulosus,1.88,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=14494,,,,Flowering Plants - Monocots,GNR,,"United States: CA, NM, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151922/Asphodelus_fistulosus,Moderate,0.0,0.0,Weeds,3.698342981453602e-06
695,2795907,43246.475329500005,Cephalanthera austiniae,137.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=18611,,,,Flowering Plants - Monocots,G4,,"Canada: BC
United States: CA, ID, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148008/Cephalanthera_austiniae,None,0.0,1.0,Neutral,0.0031678882257150627
696,2797058,57156.160377,Platanthera dilatata var. leucostachys,111.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=63974,,,,Flowering Plants - Monocots,T5,,"Canada: BC
United States: AK, AZ, CA, ID, MT, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140028/Platanthera_dilatata_var_leucostachys,None,0.0,1.0,Neutral,0.001942047878441238
697,8219452,26049.0465435,Platanthera dilatata var. leucostachys,111.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=63974,,,,Flowering Plants - Monocots,T5,,"Canada: BC
United States: AK, AZ, CA, ID, MT, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140028/Platanthera_dilatata_var_leucostachys,None,0.0,1.0,Neutral,0.004261192432307959
698,2797273,309047.911419,Corallorhiza maculata,987.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20259,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, MB, NB, NF, NS, ON, PE, QC, SK
United States: AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135812/Corallorhiza_maculata,None,0.0,1.0,Neutral,0.00319367956724952
699,4270060,8092.907664,Corallorhiza maculata,987.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20259,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, MB, NB, NF, NS, ON, PE, QC, SK
United States: AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135812/Corallorhiza_maculata,None,0.0,1.0,Neutral,0.12195863847434105
700,2797295,99896.8289775,Corallorhiza striata,492.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20264,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, MB, NB, NF, ON, QC, SK
United States: AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, NY, OK, OR, SD, TX, UT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142272/Corallorhiza_striata,None,0.0,1.0,Neutral,0.0049250812566914845
701,4270053,1011.613458,Corallorhiza striata,492.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20264,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, MB, NB, NF, ON, QC, SK
United States: AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, NY, OK, OR, SD, TX, UT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142272/Corallorhiza_striata,None,0.0,1.0,Neutral,0.48635177409828406
702,2797313,1294612.3228755,Corallorhiza trifida,2380.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20267,2B.1,S1,None,Flowering Plants - Monocots,G5,,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, CA, CO, CT, ID, IL, IN, MA, MD, ME, MI, MN, MO, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141217/Corallorhiza_trifida,None,1.0,1.0,Rare,0.001838388186135688
703,2797342,89527.791033,Corallorhiza mertensiana,138.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20261,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC
United States: AK, CA, ID, MT, OR, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160518/Corallorhiza_mertensiana,None,0.0,1.0,Neutral,0.0015414208080833036
704,4270051,1011.613458,Corallorhiza mertensiana,138.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=20261,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC
United States: AK, CA, ID, MT, OR, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160518/Corallorhiza_mertensiana,None,0.0,1.0,Neutral,0.13641574151537236
705,2798146,98885.21551950001,Platanthera stricta,256.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=38647,4.2,S3,None,Flowering Plants - Monocots,G5,,"Canada: AB, BC
United States: MT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.802945/Platanthera_stricta,None,1.0,1.0,Rare,0.0025888602118636955
706,2798332,252.9033645,Platanthera yosemitensis,32.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=81385,1B.2,S2,None,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.806492/Platanthera_yosemitensis,None,1.0,1.0,Rare,0.12653054285483814
707,2798333,39705.8282265,Platanthera sparsiflora,131.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=38646,,,,Flowering Plants - Monocots,G4,,"United States: AZ, CA, CO, NM, NV, OR, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138585/Platanthera_sparsiflora,None,0.0,1.0,Neutral,0.0032992637567642903
708,2798379,6322.584112500001,Platanthera tescamnis,429.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=86345,,,,Flowering Plants - Monocots,GNR,,"United States: AZ, CA, CO, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.895805/Platanthera_tescamnis,None,0.0,1.0,Neutral,0.06785200360590694
709,2805317,19473.5590665,Spiranthes porrifolia,45.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45262,,,,Flowering Plants - Monocots,G4,,"United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153726/Spiranthes_porrifolia,None,0.0,1.0,Neutral,0.002310825660904105
710,2805404,207127.8555255,Spiranthes romanzoffiana,934.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45264,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136951/Spiranthes_romanzoffiana,None,0.0,1.0,Neutral,0.004509292087393881
711,2820355,6828.3908415000005,Cypripedium californicum,153.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=21979,4.2,S4,None,Flowering Plants - Monocots,G3,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152204/Cypripedium_californicum,None,1.0,1.0,Rare,0.022406450297210917
712,2820361,3540.6471030000002,Cypripedium fasciculatum,335.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=21981,4.2,S4,None,Flowering Plants - Monocots,G4,,"United States: CA, CO, ID, MT, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159788/Cypripedium_fasciculatum,None,1.0,1.0,Rare,0.09461547289368476
713,2820370,26049.0465435,Cypripedium montanum,295.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=21987,4.2,S4,None,Flowering Plants - Monocots,G4,,"Canada: AB, BC, SK
United States: AK, CA, ID, MT, OR, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147481/Cypripedium_montanum,None,1.0,1.0,Rare,0.011324790698476108
714,2820507,18461.945608500002,Cypripedium parviflorum var. makasin,60.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76330,,,,Flowering Plants - Monocots,T4,,"Canada: BC, MB, NB, NF, NS, NT, ON, QC, SK, YT
United States: CA, CO, CT, IA, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, VT, WA, WI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140959/Cypripedium_parviflorum_var_makasin,None,0.0,1.0,Neutral,0.003249928326750979
715,2840754,268077.56637,Goodyera oblongifolia,873.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=27188,,,,Flowering Plants - Monocots,G5,,"Canada: AB, BC, NB, NF, NS, ON, PE, QC, SK
United States: AK, AZ, CA, CO, ID, MA, ME, MI, MT, NE, NH, NM, OR, SD, UT, VT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132311/Goodyera_oblongifolia,None,0.0,1.0,Neutral,0.003256520162508069
716,2855768,4299.3571965,Allium punctum,7.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12627,2B.2,S1,None,Flowering Plants - Monocots,G3,,"United States: CA, NV, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135873/Allium_punctum,None,1.0,1.0,Rare,0.0016281503676174025
717,2855926,505.806729,Allium atrorubens,36.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12511,,,,Flowering Plants - Monocots,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143016/Allium_atrorubens,None,0.0,1.0,Neutral,0.07117343035584645
718,2855927,4299.3571965,Allium atrorubens var. cristatum,10.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53759,4.3,S4,None,Flowering Plants - Monocots,T4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151839/Allium_atrorubens_var_cristatum,None,1.0,1.0,Rare,0.002325929096596289
719,2856006,7081.2942060000005,Allium nevadense,64.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12607,2B.3,S3,None,Flowering Plants - Monocots,G4,,"United States: AZ, CA, CO, ID, NN, NV, OR, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161020/Allium_nevadense,None,1.0,1.0,Rare,0.009037895918202723
720,2856106,3287.7437385000003,Allium membranaceum,11.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76531,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129054/Allium_membranaceum,None,0.0,1.0,Neutral,0.0033457595466423544
721,2856154,86745.8540235,Allium acuminatum,639.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12504,,,,Flowering Plants - Monocots,G5,,"Canada: BC
United States: AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135138/Allium_acuminatum,None,0.0,1.0,Neutral,0.007366346290473905
722,2856194,3287.7437385000003,Allium bolanderi,29.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12517,,,,Flowering Plants - Monocots,G4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136661/Allium_bolanderi,None,0.0,1.0,Neutral,0.008820638804784389
723,2856198,4805.1639255,Allium bolanderi var. mirabile,3.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76526,,,,Flowering Plants - Monocots,T3,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130646/Allium_bolanderi_var_mirabile,None,0.0,1.0,Neutral,0.0006243283364547934
724,2856249,1011.613458,Allium abramsii,6.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76525,1B.2,S3,None,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.872513/Allium_abramsii,None,1.0,1.0,Rare,0.005931119196320537
725,2856257,505.806729,Allium shevockii,14.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12642,1B.3,S2,None,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146318/Allium_shevockii,None,1.0,1.0,Rare,0.02767855624949584
726,2856376,1011.613458,Allium sharsmithiae,10.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76536,1B.3,S2,None,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150716/Allium_sharsmithiae,None,1.0,1.0,Rare,0.00988519866053423
727,2856390,19220.655702,Allium peninsulare,54.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12620,,,,Flowering Plants - Monocots,G5,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132406/Allium_peninsulare,None,0.0,1.0,Neutral,0.0028094775140465704
728,2856393,1011.613458,Allium peninsulare var. franciscanum,8.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53815,1B.2,S2,None,Flowering Plants - Monocots,T1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151498/Allium_peninsulare_var_franciscanum,None,1.0,1.0,Rare,0.007908158928427384
729,2856588,6322.584112500001,Allium hyalinum,27.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12589,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150364/Allium_hyalinum,None,0.0,1.0,Neutral,0.0042704058213507866
730,2856600,14668.395141,Allium bisceptrum,68.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12515,,,,Flowering Plants - Monocots,G4,,"United States: AZ, CA, ID, NM, NN, NV, OR, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134696/Allium_bisceptrum,None,0.0,1.0,Neutral,0.004635817302871224
731,2856654,1770.3235515000001,Allium munzii,43.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76532,1B.1,S1,CT,Flowering Plants - Monocots,G1,Endangered,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144778/Allium_munzii,None,1.0,1.0,Rare,0.02428934528016982
732,2856672,9104.521122,Allium serra,64.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12640,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147226/Allium_serra,None,0.0,1.0,Neutral,0.007029474603046563
733,2857697,165145.8970185,Allium serra,64.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12640,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147226/Allium_serra,None,0.0,1.0,Neutral,0.00038753611900409847
734,2857900,1011.613458,Allium serra,64.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12640,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147226/Allium_serra,None,0.0,1.0,Neutral,0.06326527142741907
735,2856693,14668.395141,Allium parvum,62.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12617,,,,Flowering Plants - Monocots,G5,,"United States: CA, ID, MT, NV, OR, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158776/Allium_parvum,None,0.0,1.0,Neutral,0.004226774599676705
736,2856719,40211.6349555,Allium campanulatum,89.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12527,,,,Flowering Plants - Monocots,G4,,"United States: CA, NV, OR, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160633/Allium_campanulatum,None,0.0,1.0,Neutral,0.0022132897629875384
737,2856788,1264.5168225,Allium howellii,24.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12587,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137761/Allium_howellii,None,0.0,1.0,Neutral,0.01897958142822572
738,2856789,3540.6471030000002,Allium howellii var. howellii,2.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53800,4.3,S3,None,Flowering Plants - Monocots,T3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141010/Allium_howellii_var_howellii,None,1.0,1.0,Rare,0.0005648684948876702
739,2856793,2023.226916,Allium howellii var. clokeyi,12.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76530,1B.3,S2,None,Flowering Plants - Monocots,T2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138198/Allium_howellii_var_clokeyi,None,1.0,1.0,Rare,0.005931119196320537
740,8095323,505.806729,Allium howellii var. clokeyi,12.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76530,1B.3,S2,None,Flowering Plants - Monocots,T2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138198/Allium_howellii_var_clokeyi,None,1.0,1.0,Rare,0.02372447678528215
741,2856831,4805.1639255,Allium fimbriatum,58.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12570,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.872508/Allium_fimbriatum,None,0.0,1.0,Neutral,0.012070347838126006
742,2856837,3540.6471030000002,Allium fimbriatum var. mohavense,3.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53790,,,,Flowering Plants - Monocots,T4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139113/Allium_fimbriatum_var_mohavense,None,0.0,1.0,Neutral,0.0008473027423315054
743,6314156,252.9033645,Allium fimbriatum var. mohavense,3.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53790,,,,Flowering Plants - Monocots,T4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139113/Allium_fimbriatum_var_mohavense,None,0.0,1.0,Neutral,0.011862238392641075
744,2856840,1011.613458,Allium fimbriatum var. purdyi,6.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76529,4.3,S3,None,Flowering Plants - Monocots,T3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159445/Allium_fimbriatum_var_purdyi,None,1.0,1.0,Rare,0.005931119196320537
745,2856919,2529.033645,Allium parishii,14.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12615,4.3,S3,None,Flowering Plants - Monocots,G3,,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138692/Allium_parishii,None,1.0,1.0,Rare,0.005535711249899169
746,2856940,758.7100935000001,Allium sanbornii,47.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12631,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155699/Allium_sanbornii,None,0.0,1.0,Neutral,0.061947244939347834
747,2856941,1011.613458,Allium sanbornii var. congdonii,10.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53822,4.3,S3,None,Flowering Plants - Monocots,T3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147148/Allium_sanbornii_var_congdonii,None,1.0,1.0,Rare,0.00988519866053423
748,2856947,1264.5168225,Allium hoffmanii,16.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12586,4.3,S4,None,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134123/Allium_hoffmanii,None,1.0,1.0,Rare,0.012653054285483814
749,2856950,2529.033645,Allium monticola,17.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12603,,,,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134128/Allium_monticola,None,0.0,1.0,Neutral,0.006721935089163276
750,2857005,15174.20187,Allium praecox,38.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12626,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152532/Allium_praecox,None,0.0,1.0,Neutral,0.002504250327335338
751,2857108,10116.13458,Allium lemmonii,20.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12595,,,,Flowering Plants - Monocots,G4,,"United States: CA, ID, NV, OR, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161167/Allium_lemmonii,None,0.0,1.0,Neutral,0.001977039732106846
752,2857234,2781.9370095,Allium tribracteatum,26.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12653,1B.2,S2,None,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134215/Allium_tribracteatum,None,1.0,1.0,Rare,0.009346006006323272
753,2857256,758.7100935000001,Allium hickmanii,26.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12585,1B.2,S2,None,Flowering Plants - Monocots,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154189/Allium_hickmanii,None,1.0,1.0,Rare,0.034268688689851994
754,2857286,5058.06729,Allium burlewii,24.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12525,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158723/Allium_burlewii,None,0.0,1.0,Neutral,0.00474489535705643
755,2857315,5563.874019,Allium crispum,22.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12555,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142788/Allium_crispum,None,0.0,1.0,Neutral,0.003954079464213692
756,2857338,6575.487477000001,Allium obtusum,24.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12611,,,,Flowering Plants - Monocots,G4,,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130888/Allium_obtusum,None,0.0,1.0,Neutral,0.003649919505428023
757,2857339,1517.4201870000002,Allium obtusum var. conspicuum,5.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53809,,,,Flowering Plants - Monocots,T2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141687/Allium_obtusum_var_conspicuum,None,0.0,1.0,Neutral,0.003295066220178076
758,2857370,8345.8110285,Allium cratericola,28.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12550,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150714/Allium_cratericola,None,0.0,1.0,Neutral,0.003354976515090405
759,2857382,30095.5003755,Allium validum,217.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12658,,,,Flowering Plants - Monocots,G4,,"United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151987/Allium_validum,None,0.0,1.0,Neutral,0.0072103801994484965
760,2857412,5058.06729,Allium dichlamydeum,22.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12559,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150345/Allium_dichlamydeum,None,0.0,1.0,Neutral,0.004349487410635061
761,2857454,505.806729,Allium yosemitense,19.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12661,1B.3,S3,CR,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148617/Allium_yosemitense,None,1.0,1.0,Rare,0.03756375491003007
762,2857466,5058.06729,Allium diabolense,11.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76528,,,,Flowering Plants - Monocots,GNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.956056/Allium_diabolense,None,0.0,1.0,Neutral,0.0021747437053175303
763,2857472,24784.529721000003,Allium falcifolium,107.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12566,,,,Flowering Plants - Monocots,G4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138690/Allium_falcifolium,None,0.0,1.0,Neutral,0.004317209210927194
764,2857741,28578.0801885,Allium haematochiton,52.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12584,,,,Flowering Plants - Monocots,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155896/Allium_haematochiton,None,0.0,1.0,Neutral,0.0018195763906116104
765,2857752,3793.5504675,Allium lacunosum,30.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12593,,,,Flowering Plants - Monocots,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157567/Allium_lacunosum,None,0.0,1.0,Neutral,0.007908158928427384
766,2857753,505.806729,Allium lacunosum var. kernense,2.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53803,,,,Flowering Plants - Monocots,T3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148598/Allium_lacunosum_var_kernense,None,0.0,1.0,Neutral,0.003954079464213692
767,4270232,505.806729,Allium lacunosum var. kernense,2.0,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53803,,,,Flowering Plants - Monocots,T3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148598/Allium_lacunosum_var_kernense,None,0.0,1.0,Neutral,0.003954079464213692
