accepted,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName,genbank,seqs
1,Abies amabilis,Abies amabilis,Pacific Silver Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11520,Pacific silver fir,Pinaceae,perennial evergreen tree,2B.3,S2,None,Pacific Silver Fir,Conifers and relatives - Conifers,G5,G5,NA,"Canada: BC
United States: AK, CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143719/Abies_amabilis,Abies amabilis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+amabilis%22%5BOrganism%5D+OR+%22Abies+amabilis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,86
1,Abies bracteata,Abies bracteata,Bristlecone Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11522,bristlecone fir,Pinaceae,perennial evergreen tree,1B.3,S2S3,None,Bristlecone Fir,Conifers and relatives - Conifers,G2G3,G2,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138821/Abies_bracteata,Abies bracteata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+bracteata%22%5BOrganism%5D+OR+%22Abies+bracteata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,84
1,Abies concolor,Abies concolor,White Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11524,NA,NA,NA,NA,NA,NA,White Fir,Conifers and relatives - Conifers,G5,G5,NA,"United States: AZ, CA, CO, ID, MA, ME, NM, NN, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137897/Abies_concolor,Abies concolor,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+concolor%22%5BOrganism%5D+OR+%22Abies+concolor%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,160
1,Abies grandis,Abies grandis,Grand Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11526,NA,NA,NA,NA,NA,NA,Grand Fir,Conifers and relatives - Conifers,G5,G5,NA,"Canada: BC
United States: CA, ID, MT, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146468/Abies_grandis,Abies grandis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+grandis%22%5BOrganism%5D+OR+%22Abies+grandis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,201
1,Abies lasiocarpa var. lasiocarpa,Abies lasiocarpa var. lasiocarpa,Subalpine Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53444,subalpine fir,Pinaceae,perennial evergreen tree,2B.3,S3,None,Subalpine Fir,Conifers and relatives - Conifers,G5T5,T5,NA,"Canada: AB, BC, YT
United States: AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134599/Abies_lasiocarpa_var_lasiocarpa,Abies lasiocarpa * lasiocarpa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+lasiocarpa+var.+lasiocarpa%22%5BOrganism%5D+OR+%22Abies+lasiocarpa+var.+lasiocarpa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abies magnifica,Abies magnifica,California Red Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11529,NA,NA,NA,NA,NA,NA,California Red Fir,Conifers and relatives - Conifers,G5,G5,NA,"United States: CA, NV, NY, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142119/Abies_magnifica,Abies magnifica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+magnifica%22%5BOrganism%5D+OR+%22Abies+magnifica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,91
1,Abies procera,Abies procera,Noble Fir,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11531,NA,NA,NA,NA,NA,NA,Noble Fir,Conifers and relatives - Conifers,G5,G5,NA,"United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159773/Abies_procera,Abies procera,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abies+procera%22%5BOrganism%5D+OR+%22Abies+procera%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,71
1,Abronia alpina,Abronia alpina,Ramshaw Meadows Abronia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11537,Ramshaw Meadows abronia,Nyctaginaceae,perennial herb,1B.1,S2,None,Ramshaw Meadows Sand-verbena,Flowering Plants - Dicots,G2,G2,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134469/Abronia_alpina,Abronia alpina,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+alpina%22%5BOrganism%5D+OR+%22Abronia+alpina%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abronia latifolia,Abronia latifolia,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11552,NA,NA,NA,NA,NA,NA,Yellow Sand-verbena,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152709/Abronia_latifolia,Abronia latifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+latifolia%22%5BOrganism%5D+OR+%22Abronia+latifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,3
1,Abronia maritima,Abronia maritima,Red Sand-Verbena,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11554,red sand-verbena,Nyctaginaceae,perennial herb,4.2,S3?,None,Red Sand-verbena,Flowering Plants - Dicots,G4,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159718/Abronia_maritima,Abronia maritima,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+maritima%22%5BOrganism%5D+OR+%22Abronia+maritima%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1
1,Abronia nana var. covillei,Abronia nana var. covillei,Coville'S Dwarf Abronia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53450,Coville's dwarf abronia,Nyctaginaceae,perennial herb,4.2,S3,None,Dwarf Sand-verbena,Flowering Plants - Dicots,G4T3,T3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131002/Abronia_nana_var_covillei,Abronia nana * covillei,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+nana+var.+covillei%22%5BOrganism%5D+OR+%22Abronia+nana+var.+covillei%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abronia pogonantha,Abronia pogonantha,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11560,NA,NA,NA,NA,NA,NA,Mojave Sand-verbena,Flowering Plants - Dicots,G3G4,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133175/Abronia_pogonantha,Abronia pogonantha,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+pogonantha%22%5BOrganism%5D+OR+%22Abronia+pogonantha%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abronia turbinata,Abronia turbinata,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11561,NA,NA,NA,NA,NA,NA,Transmontane Sand-verbena,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, NV, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148355/Abronia_turbinata,Abronia turbinata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+turbinata%22%5BOrganism%5D+OR+%22Abronia+turbinata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abronia umbellata,Abronia umbellata,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11564,NA,NA,NA,NA,NA,NA,Beach Sand-verbena,Flowering Plants - Dicots,G4G5,G4,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143788/Abronia_umbellata,Abronia umbellata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+umbellata%22%5BOrganism%5D+OR+%22Abronia+umbellata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,759
1,Abronia umbellata var. breviflora,Abronia umbellata var. breviflora,Pink Sand-Verbena,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=81822,pink sand-verbena,Nyctaginaceae,perennial herb,1B.1,S2,None,Pink Sand-verbena,Flowering Plants - Dicots,G4G5T2,T2,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.806972/Abronia_umbellata_var_breviflora,Abronia umbellata * breviflora,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+umbellata+var.+breviflora%22%5BOrganism%5D+OR+%22Abronia+umbellata+var.+breviflora%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abronia villosa,Abronia villosa,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11568,NA,NA,NA,NA,NA,NA,Sticky Sand-verbena,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, NN, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136324/Abronia_villosa,Abronia villosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+villosa%22%5BOrganism%5D+OR+%22Abronia+villosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Abronia villosa var. aurita,Abronia villosa var. aurita,Chaparral Sand-Verbena,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53455,chaparral sand-verbena,Nyctaginaceae,annual herb,1B.1,S2,None,Desert Sand-verbena,Flowering Plants - Dicots,G5T2T3,T2,NA,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143391/Abronia_villosa_var_aurita,Abronia villosa * aurita,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+villosa+var.+aurita%22%5BOrganism%5D+OR+%22Abronia+villosa+var.+aurita%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1
1,Abronia villosa var. villosa,Abronia villosa var. villosa,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53456,NA,NA,NA,NA,NA,NA,Desert Sand-verbena,Flowering Plants - Dicots,G5T3T5,T4,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138425/Abronia_villosa_var_villosa,Abronia villosa * villosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abronia+villosa+var.+villosa%22%5BOrganism%5D+OR+%22Abronia+villosa+var.+villosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abutilon palmeri,Abutilon palmeri,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11599,NA,NA,NA,NA,NA,NA,Santa Catalina Mountain Indian-mallow,Flowering Plants - Dicots,G4G5,G4,NA,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128069/Abutilon_palmeri,Abutilon palmeri,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abutilon+palmeri%22%5BOrganism%5D+OR+%22Abutilon+palmeri%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,3
1,Abutilon parvulum,Abutilon parvulum,Dwarf Abutilon,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11601,dwarf abutilon,Malvaceae,perennial herb,2B.3,S2S3,None,Dwarf Indian-mallow,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, CO, NM, NV, TX, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141922/Abutilon_parvulum,Abutilon parvulum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abutilon+parvulum%22%5BOrganism%5D+OR+%22Abutilon+parvulum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Abutilon theophrasti,Abutilon theophrasti,Velvet-Leaf,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11605,NA,NA,NA,NA,NA,NA,Velvetleaf,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: AB, BC, MB, NB, NS, ON, PE, QC, SK
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137892/Abutilon_theophrasti,Abutilon theophrasti,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Abutilon+theophrasti%22%5BOrganism%5D+OR+%22Abutilon+theophrasti%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,152
1,Acacia baileyana,Acacia baileyana,Cootamundra Wattle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11625,NA,NA,NA,NA,NA,NA,Cootamundra Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146860/Acacia_baileyana,Acacia baileyana,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+baileyana%22%5BOrganism%5D+OR+%22Acacia+baileyana%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,122
1,Acacia dealbata,Acacia dealbata,Silver Wattle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11633,NA,NA,NA,NA,NA,NA,Silver Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143384/Acacia_dealbata,Acacia dealbata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+dealbata%22%5BOrganism%5D+OR+%22Acacia+dealbata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,317
1,Acacia decurrens,Acacia decurrens,Green Wattle,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11634,NA,NA,NA,NA,NA,NA,Greene's Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128268/Acacia_decurrens,Acacia decurrens,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+decurrens%22%5BOrganism%5D+OR+%22Acacia+decurrens%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,108
1,Acacia longifolia,Acacia longifolia,Sydney Golden Wattle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11642,NA,NA,NA,NA,NA,NA,Sydney Golden Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129681/Acacia_longifolia,Acacia longifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+longifolia%22%5BOrganism%5D+OR+%22Acacia+longifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,149
1,Acacia mearnsii,Acacia mearnsii,Black Wattle,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11645,NA,NA,NA,NA,NA,NA,Black Wattle,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, HI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150031/Acacia_mearnsii,Acacia mearnsii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+mearnsii%22%5BOrganism%5D+OR+%22Acacia+mearnsii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,177
1,Acacia melanoxylon,Acacia melanoxylon,Blackwood Acacia,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11646,NA,NA,NA,NA,NA,NA,Blackwood Acacia,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, HI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155475/Acacia_melanoxylon,Acacia melanoxylon,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+melanoxylon%22%5BOrganism%5D+OR+%22Acacia+melanoxylon%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,133
1,Acacia podalyriifolia,Acacia podalyriifolia,Queensland Silver Wattle,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11657,NA,NA,NA,NA,NA,NA,Pearl Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154785/Acacia_podalyriifolia,Acacia podalyriifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+podalyriifolia%22%5BOrganism%5D+OR+%22Acacia+podalyriifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,34
1,Acacia redolens,Acacia redolens,Vanilla-Scented Wattle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11661,NA,NA,NA,NA,NA,NA,Bank Catclaw,Flowering Plants - Dicots,GNR,GNR,NA,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145111/Acacia_redolens,Acacia redolens,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+redolens%22%5BOrganism%5D+OR+%22Acacia+redolens%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,18
1,Acacia retinodes,Acacia retinodes,Everblooming Wattle,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11662,NA,NA,NA,NA,NA,NA,Water Wattle,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156146/Acacia_retinodes,Acacia retinodes,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+retinodes%22%5BOrganism%5D+OR+%22Acacia+retinodes%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,34
1,Acacia saligna,Acacia saligna,Golden Wreath Wattle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11671,NA,NA,NA,NA,NA,NA,Orange Wattle,Flowering Plants - Dicots,G5,G5,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129534/Acacia_saligna,Acacia saligna,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+saligna%22%5BOrganism%5D+OR+%22Acacia+saligna%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,260
1,Acacia verticillata,Acacia verticillata,"Star Acacia, Prickly Moses",Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11680,NA,NA,NA,NA,NA,NA,Prickly-Moses,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148347/Acacia_verticillata,Acacia verticillata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acacia+verticillata%22%5BOrganism%5D+OR+%22Acacia+verticillata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,69
1,Acaena novae-zelandiae,Acaena novae-zelandiae,Biddy-Biddy,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11687,NA,NA,NA,NA,NA,NA,Biddy-Biddy,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.859735/Acaena_novae-zelandiae,Acaena novae-zelandiae,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acaena+novae-zelandiae%22%5BOrganism%5D+OR+%22Acaena+novae-zelandiae%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,19
1,Acaena pallida,Acaena pallida,NA,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=79220,NA,NA,NA,NA,NA,NA,Pale Biddy-Biddy,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.859739/Acaena_pallida,Acaena pallida,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acaena+pallida%22%5BOrganism%5D+OR+%22Acaena+pallida%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Acaena pinnatifida var. californica,Acaena pinnatifida var. californica,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=77205,NA,NA,NA,NA,NA,NA,California Sheepbur,Flowering Plants - Dicots,GNRT3?Q,T3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146862/Acaena_pinnatifida_var_californica,Acaena pinnatifida * californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acaena+pinnatifida+var.+californica%22%5BOrganism%5D+OR+%22Acaena+pinnatifida+var.+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Acalypha californica,Acalypha californica,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11696,NA,NA,NA,NA,NA,NA,California Copperleaf,Flowering Plants - Dicots,G4,G4,NA,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.736377/Acalypha_californica,Acalypha californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acalypha+californica%22%5BOrganism%5D+OR+%22Acalypha+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,17
1,Acamptopappus shockleyi,Acamptopappus shockleyi,Shockley'S Goldenhead,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=668,NA,NA,NA,NA,NA,NA,Shockley's Goldenhead,Flowering Plants - Dicots,G3?,G3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152541/Acamptopappus_shockleyi,Acamptopappus shockleyi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acamptopappus+shockleyi%22%5BOrganism%5D+OR+%22Acamptopappus+shockleyi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,8
1,Acamptopappus sphaerocephalus,Acamptopappus sphaerocephalus,Rayless Goldenhead,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=669,NA,NA,NA,NA,NA,NA,Rayless Goldenhead,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132356/Acamptopappus_sphaerocephalus,Acamptopappus sphaerocephalus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acamptopappus+sphaerocephalus%22%5BOrganism%5D+OR+%22Acamptopappus+sphaerocephalus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Acamptopappus sphaerocephalus var. hirtellus,Acamptopappus sphaerocephalus var. hirtellus,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=6266,NA,NA,NA,NA,NA,NA,Rayless Goldenhead,Flowering Plants - Dicots,G5T4?,T4,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140578/Acamptopappus_sphaerocephalus_var_hirtellus,Acamptopappus sphaerocephalus * hirtellus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acamptopappus+sphaerocephalus+var.+hirtellus%22%5BOrganism%5D+OR+%22Acamptopappus+sphaerocephalus+var.+hirtellus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Acamptopappus sphaerocephalus var. sphaerocephalus,Acamptopappus sphaerocephalus var. sphaerocephalus,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=6267,NA,NA,NA,NA,NA,NA,Rayless Goldenhead,Flowering Plants - Dicots,G5T3T5,T4,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145265/Acamptopappus_sphaerocephalus_var_sphaerocephalus,Acamptopappus sphaerocephalus * sphaerocephalus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acamptopappus+sphaerocephalus+var.+sphaerocephalus%22%5BOrganism%5D+OR+%22Acamptopappus+sphaerocephalus+var.+sphaerocephalus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Acanthomintha duttonii,Acanthomintha duttonii,San Mateo Thornmint,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11724,San Mateo thorn-mint,Lamiaceae,annual herb,1B.1,S1,CE,San Mateo Thornmint,Flowering Plants - Dicots,G1,G1,Endangered,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135577/Acanthomintha_duttonii,Acanthomintha duttonii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acanthomintha+duttonii%22%5BOrganism%5D+OR+%22Acanthomintha+duttonii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,5
1,Acanthomintha ilicifolia,Acanthomintha ilicifolia,San Diego Thornmint,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11725,San Diego thorn-mint,Lamiaceae,annual herb,1B.1,S1,CE,San Diego Thornmint,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151284/Acanthomintha_ilicifolia,Acanthomintha ilicifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acanthomintha+ilicifolia%22%5BOrganism%5D+OR+%22Acanthomintha+ilicifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Acanthomintha lanceolata,Acanthomintha lanceolata,Santa Clara Thornmint,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11726,Santa Clara thorn-mint,Lamiaceae,annual herb,4.2,S4,None,Santa Clara Thornmint,Flowering Plants - Dicots,G4,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142162/Acanthomintha_lanceolata,Acanthomintha lanceolata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acanthomintha+lanceolata%22%5BOrganism%5D+OR+%22Acanthomintha+lanceolata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,12
1,Acanthomintha obovata,Acanthomintha obovata,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11727,NA,NA,NA,NA,NA,NA,San Benito Thornmint,Flowering Plants - Dicots,G4,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129283/Acanthomintha_obovata,Acanthomintha obovata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acanthomintha+obovata%22%5BOrganism%5D+OR+%22Acanthomintha+obovata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
