accepted,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName,genbank,seqs
1,Solidago lepida var. salebrosa,Solidago lepida var. salebrosa,Western Goldenrod,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=85859,NA,NA,NA,NA,NA,NA,Rocky Mountains Canada Goldenrod,Flowering Plants - Dicots,G5T5,T5,NA,"Canada: AB, BC, MB, ON, SK, YT
United States: AZ, CA, CO, ID, MT, NM, NV, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.834662/Solidago_lepida_var_salebrosa,Solidago lepida * salebrosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Solidago+lepida+var.+salebrosa%22%5BOrganism%5D+OR+%22Solidago+lepida+var.+salebrosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Solidago multiradiata,Solidago multiradiata,Northern Goldenrod,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5004,NA,NA,NA,NA,NA,NA,Alpine Goldenrod,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT
United States: AK, AZ, CA, CO, ID, ME, MT, NH, NM, NV, NY, OR, UT, VT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156016/Solidago_multiradiata,Solidago multiradiata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Solidago+multiradiata%22%5BOrganism%5D+OR+%22Solidago+multiradiata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,61
1,Solidago spectabilis,Solidago spectabilis,Showy Goldenrod,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5084,NA,NA,NA,NA,NA,NA,Nevada Goldenrod,Flowering Plants - Dicots,G4,G4,NA,"United States: AZ, CA, ID, NV, OR, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151146/Solidago_spectabilis,Solidago spectabilis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Solidago+spectabilis%22%5BOrganism%5D+OR+%22Solidago+spectabilis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Solidago velutina,Solidago velutina,Velvety Goldenrod,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5101,NA,NA,NA,NA,NA,NA,Three-nerve Goldenrod,Flowering Plants - Dicots,G5?,G5,NA,"United States: AZ, CA, CO, ID, NM, NV, OK, OR, SD, TX, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.639948/Solidago_velutina,Solidago velutina,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Solidago+velutina%22%5BOrganism%5D+OR+%22Solidago+velutina%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Soliva sessilis,Soliva sessilis,NA,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5111,NA,NA,NA,NA,NA,NA,Field Burrweed,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: BC
United States: AL, AR, CA, FL, GA, HI, LA, MS, NC, OK, OR, SC, TX, VA, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150861/Soliva_sessilis,Soliva sessilis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Soliva+sessilis%22%5BOrganism%5D+OR+%22Soliva+sessilis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,13
1,Sonchus arvensis,Sonchus arvensis,Perennial Sow Thistle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5114,NA,NA,NA,NA,NA,NA,Field Sowthistle,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: AB, BC, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148668/Sonchus_arvensis,Sonchus arvensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sonchus+arvensis%22%5BOrganism%5D+OR+%22Sonchus+arvensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,94
1,Sonchus oleraceus,Sonchus oleraceus,Common Sow Thistle,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5118,NA,NA,NA,NA,NA,NA,Common Sowthistle,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK
United States: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141712/Sonchus_oleraceus,Sonchus oleraceus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sonchus+oleraceus%22%5BOrganism%5D+OR+%22Sonchus+oleraceus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,210
1,Sonchus tenerrimus,Sonchus tenerrimus,NA,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=5119,NA,NA,NA,NA,NA,NA,Slender Sowthistle,Flowering Plants - Dicots,GNR,GNR,NA,"United States: AL, CA, NY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152858/Sonchus_tenerrimus,Sonchus tenerrimus,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sonchus+tenerrimus%22%5BOrganism%5D+OR+%22Sonchus+tenerrimus%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,14
1,Sorbus aucuparia,Sorbus aucuparia,European Mountain Ash,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=44980,NA,NA,NA,NA,NA,NA,European Mountain-ash,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, NB, NF, NS, ON, PE, QC, SK, YT
United States: AK, CA, CT, DC, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SC, UT, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158324/Sorbus_aucuparia,Sorbus aucuparia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+aucuparia%22%5BOrganism%5D+OR+%22Sorbus+aucuparia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,297
1,Sorbus californica,Sorbus californica,California Mountain Ash,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=44981,NA,NA,NA,NA,NA,NA,California Mountain-ash,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, NV, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156419/Sorbus_californica,Sorbus californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+californica%22%5BOrganism%5D+OR+%22Sorbus+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Sorbus scopulina,Sorbus scopulina,Rocky Mountain Or Cascade Mountain Ash,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=44988,NA,NA,NA,NA,NA,NA,Greene's Mountain-ash,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, NT, SK, YT
United States: AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.961549/Sorbus_scopulina,Sorbus scopulina,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+scopulina%22%5BOrganism%5D+OR+%22Sorbus+scopulina%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,19
1,Sorbus sitchensis,Sorbus sitchensis,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=44990,NA,NA,NA,NA,NA,NA,Sitka Mountain-ash,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, YT
United States: AK, CA, ID, MT, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132870/Sorbus_sitchensis,Sorbus sitchensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+sitchensis%22%5BOrganism%5D+OR+%22Sorbus+sitchensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Sorbus sitchensis var. grayi,Sorbus sitchensis var. grayi,Dwarf Or Gray'S Mountain Ash,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66577,NA,NA,NA,NA,NA,NA,Gray's Mountain-ash,Flowering Plants - Dicots,G5T5,T5,NA,"Canada: BC
United States: AK, CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161515/Sorbus_sitchensis_var_grayi,Sorbus sitchensis * grayi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+sitchensis+var.+grayi%22%5BOrganism%5D+OR+%22Sorbus+sitchensis+var.+grayi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Sorbus sitchensis var. sitchensis,Sorbus sitchensis var. sitchensis,Sitka Mountain Ash,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66578,NA,NA,NA,NA,NA,NA,Sitka Mountain-ash,Flowering Plants - Dicots,G5T5,T5,NA,"Canada: AB, BC, YT
United States: AK, ID, MT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136765/Sorbus_sitchensis_var_sitchensis,Sorbus sitchensis * sitchensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorbus+sitchensis+var.+sitchensis%22%5BOrganism%5D+OR+%22Sorbus+sitchensis+var.+sitchensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Sorghum bicolor,Sorghum bicolor,Sorghum,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45003,NA,NA,NA,NA,NA,NA,Broom-corn,Flowering Plants - Monocots,GNR,GNR,NA,"Canada: BC, ON, QC
United States: AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SD, TN, TX, UT, VA, VT, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158986/Sorghum_bicolor,Sorghum bicolor,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorghum+bicolor%22%5BOrganism%5D+OR+%22Sorghum+bicolor%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1315965
1,Sorghum halepense,Sorghum halepense,Johnson Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45017,NA,NA,NA,NA,NA,NA,Johnson Grass,Flowering Plants - Monocots,GNR,GNR,NA,"Canada: ON
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138624/Sorghum_halepense,Sorghum halepense,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sorghum+halepense%22%5BOrganism%5D+OR+%22Sorghum+halepense%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,4167
1,Sparaxis tricolor,Sparaxis tricolor,Harlequin Flower,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45019,NA,NA,NA,NA,NA,NA,Three-color Wandflower,Flowering Plants - Monocots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155577/Sparaxis_tricolor,Sparaxis tricolor,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sparaxis+tricolor%22%5BOrganism%5D+OR+%22Sparaxis+tricolor%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Sparganium angustifolium,Sparganium angustifolium,Narrow-Leaved Bur-Reed,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45023,NA,NA,NA,NA,NA,NA,Narrowleaf Bur-reed,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT
United States: AK, AZ, CA, CO, CT, ID, IL, IN, MA, ME, MI, MN, MT, NC, NH, NJ, NM, NV, NY, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156857/Sparganium_angustifolium,Sparganium angustifolium,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sparganium+angustifolium%22%5BOrganism%5D+OR+%22Sparganium+angustifolium%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,66
1,Sparganium emersum,Sparganium emersum,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45025,NA,NA,NA,NA,NA,NA,Green-fruit Bur-reed,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, NT, ON, QC
United States: MI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.973455/Sparganium_emersum,Sparganium emersum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sparganium+emersum%22%5BOrganism%5D+OR+%22Sparganium+emersum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,92
1,Sparganium eurycarpum,Sparganium eurycarpum,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45030,NA,NA,NA,NA,NA,NA,Broad-fruit Bur-reed,Flowering Plants - Monocots,G5,G5,NA,"Canada: NT, QC
United States: VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.807568/Sparganium_eurycarpum,Sparganium eurycarpum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sparganium+eurycarpum%22%5BOrganism%5D+OR+%22Sparganium+eurycarpum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,126
1,Sparganium natans,Sparganium natans,Small Bur-Reed,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=77043,small bur-reed,Typhaceae,perennial rhizomatous herb (emergent),4.3,S3,None,Small Bur-reed,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, AZ, CA, CO, CT, ID, IL, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OR, PA, RI, UT, VT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147182/Sparganium_natans,Sparganium natans,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sparganium+natans%22%5BOrganism%5D+OR+%22Sparganium+natans%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,30
1,Spartina alterniflora,Spartina alterniflora,Salt-Water Cord Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45038,NA,NA,NA,NA,NA,NA,Saltwater Cordgrass,Flowering Plants - Monocots,G5,G5,NA,"Canada: LB, NB, NF, NS, PE, QC
United States: AL, CA, CT, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, RI, SC, TX, VA, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150874/Spartina_alterniflora,Spartina alterniflora,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartina+alterniflora%22%5BOrganism%5D+OR+%22Spartina+alterniflora%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1665
1,Spartina densiflora,Spartina densiflora,Dense-Flowered Cord Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45043,NA,NA,NA,NA,NA,NA,Humboldt Cordgrass,Flowering Plants - Monocots,GNR,GNR,NA,"Canada: BC
United States: CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149526/Spartina_densiflora,Spartina densiflora,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartina+densiflora%22%5BOrganism%5D+OR+%22Spartina+densiflora%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,165
1,Spartina foliosa,Spartina foliosa,California Cord Grass,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45044,NA,NA,NA,NA,NA,NA,California Cordgrass,Flowering Plants - Monocots,G3G4,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133813/Spartina_foliosa,Spartina foliosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartina+foliosa%22%5BOrganism%5D+OR+%22Spartina+foliosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,87
1,Spartina gracilis,Spartina gracilis,Alkali Cord Grass,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45045,alkali cord grass,Poaceae,perennial rhizomatous herb,4.2,S3,None,Alkali Cordgrass,Flowering Plants - Monocots,G5,G5,NA,"Canada: AB, BC, MB, NT, SK
United States: AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137633/Spartina_gracilis,Spartina gracilis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartina+gracilis%22%5BOrganism%5D+OR+%22Spartina+gracilis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,32
1,Spartina patens,Spartina patens,Salt-Meadow Cord Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45048,NA,NA,NA,NA,NA,NA,Saltmeadow Cordgrass,Flowering Plants - Monocots,G5,G5,NA,"Canada: BC, NB, NF, NS, ON, PE, QC
United States: AL, CA, CT, DE, FL, GA, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OR, PA, RI, SC, TX, VA, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155497/Spartina_patens,Spartina patens,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartina+patens%22%5BOrganism%5D+OR+%22Spartina+patens%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,56
1,Spartium junceum,Spartium junceum,Spanish Broom,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45053,NA,NA,NA,NA,NA,NA,Spanish Broom,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, HI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140267/Spartium_junceum,Spartium junceum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spartium+junceum%22%5BOrganism%5D+OR+%22Spartium+junceum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,32
1,Spergula arvensis,Spergula arvensis,"Stickwort, Starwort",Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45074,NA,NA,NA,NA,NA,NA,Cornspurry,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: AB, BC, NB, NF, NS, ON, PE, QC, SK
United States: CA, CO, DC, DE, FL, GA, IL, IN, KY, MA, ME, MI, MN, MT, NC, NJ, PA, RI, VA, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148634/Spergula_arvensis,Spergula arvensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergula+arvensis%22%5BOrganism%5D+OR+%22Spergula+arvensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,32
1,Spergularia atrosperma,Spergularia atrosperma,Black Seed Sand-Spurrey,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45078,NA,NA,NA,NA,NA,NA,Black-seed Sandspurry,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132706/Spergularia_atrosperma,Spergularia atrosperma,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+atrosperma%22%5BOrganism%5D+OR+%22Spergularia+atrosperma%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Spergularia canadensis var. occidentalis,Spergularia canadensis var. occidentalis,Western Sand-Spurrey,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66605,western sand-spurrey,Caryophyllaceae,annual herb,2B.1,S1,None,Western Sandspurry,Flowering Plants - Dicots,G5T5,T5,NA,"Canada: BC, SK
United States: AK, CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140339/Spergularia_canadensis_var_occidentalis,Spergularia canadensis * occidentalis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+canadensis+var.+occidentalis%22%5BOrganism%5D+OR+%22Spergularia+canadensis+var.+occidentalis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Spergularia macrotheca,Spergularia macrotheca,Sticky Sand-Spurrey,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45084,NA,NA,NA,NA,NA,NA,Beach Sandspurry,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151745/Spergularia_macrotheca,Spergularia macrotheca,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+macrotheca%22%5BOrganism%5D+OR+%22Spergularia+macrotheca%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,15
1,Spergularia macrotheca var. leucantha,Spergularia macrotheca var. leucantha,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66606,NA,NA,NA,NA,NA,NA,Beach Sandspurry,Flowering Plants - Dicots,G5T3T4,T3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151355/Spergularia_macrotheca_var_leucantha,Spergularia macrotheca * leucantha,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+macrotheca+var.+leucantha%22%5BOrganism%5D+OR+%22Spergularia+macrotheca+var.+leucantha%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Spergularia macrotheca var. longistyla,Spergularia macrotheca var. longistyla,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66607,long-styled sand-spurrey,Caryophyllaceae,perennial herb,1B.2,S2,None,Beach Sandspurry,Flowering Plants - Dicots,G5T2,T2,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158828/Spergularia_macrotheca_var_longistyla,Spergularia macrotheca * longistyla,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+macrotheca+var.+longistyla%22%5BOrganism%5D+OR+%22Spergularia+macrotheca+var.+longistyla%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Spergularia macrotheca var. macrotheca,Spergularia macrotheca var. macrotheca,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=66608,NA,NA,NA,NA,NA,NA,Beach Sandspurry,Flowering Plants - Dicots,G5T3T5,T4,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135964/Spergularia_macrotheca_var_macrotheca,Spergularia macrotheca * macrotheca,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+macrotheca+var.+macrotheca%22%5BOrganism%5D+OR+%22Spergularia+macrotheca+var.+macrotheca%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Spergularia media var. media,Spergularia media var. media,Greater Sea-Spurrey,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=82540,NA,NA,NA,NA,NA,NA,Greater Sea-spurrey,Flowering Plants - Dicots,GNRTNR,TNR,NA,"Canada: ON, QC
United States",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.844449/Spergularia_media_var_media,Spergularia media * media,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+media+var.+media%22%5BOrganism%5D+OR+%22Spergularia+media+var.+media%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Spergularia rubra,Spergularia rubra,Red Sand-Spurrey,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45090,NA,NA,NA,NA,NA,NA,Purple Sandspurry,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC, NB, NF, NS, ON, PE, QC, SK, YT
United States: AK, AL, CA, CO, CT, DC, DE, FL, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145087/Spergularia_rubra,Spergularia rubra,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+rubra%22%5BOrganism%5D+OR+%22Spergularia+rubra%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,37
1,Spergularia villosa,Spergularia villosa,Hairy Sand-Spurrey,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45096,NA,NA,NA,NA,NA,NA,Hairy Sandspurry,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131850/Spergularia_villosa,Spergularia villosa,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spergularia+villosa%22%5BOrganism%5D+OR+%22Spergularia+villosa%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Spermolepis echinata,Spermolepis echinata,Bristly Scaleseed,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45124,NA,NA,NA,NA,NA,NA,NA,Flowering Plants - Dicots,GNR,GNR,NA,"United States: AL, AR, FL, GA, IA, IL, KS, KY, LA, MO, MS, NC, NY, OK, SC, TN, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.960583/Spermolepis_echinata,Spermolepis echinata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Spermolepis+echinata%22%5BOrganism%5D+OR+%22Spermolepis+echinata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,3
1,Sphaeralcea ambigua,Sphaeralcea ambigua,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=45130,NA,NA,NA,NA,NA,NA,Desert Globemallow,Flowering Plants - Dicots,G4G5,G4,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156768/Sphaeralcea_ambigua,Sphaeralcea ambigua,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Sphaeralcea+ambigua%22%5BOrganism%5D+OR+%22Sphaeralcea+ambigua%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,8
