,Scientific.Name,seqs,Species.Group,CRPR,Literature.Count,area
3454,Lamium purpureum,152,Flowering Plants - Dicots,weed,8670,186389.7798
3455,Lantana camara,208,Flowering Plants - Dicots,weed,48.4,186462.0379
3456,Lantana montevidensis,16,Flowering Plants - Dicots,weed,1170,40500.6674
3457,Lappula squarrosa,27,Flowering Plants - Dicots,weed,2323,147551.0488
3458,Lapsana communis,85,Flowering Plants - Dicots,weed,7380,162689.1216
3459,Larrea tridentata,627,Flowering Plants - Dicots,native,16696.31,143649.111
3460,Lastarriaea coriacea,4,Flowering Plants - Dicots,native,34,26554.85327
3461,Lasthenia burkei,11,Flowering Plants - Dicots,1B.1,172,758.7100935
3462,Lasthenia californica,93,Flowering Plants - Dicots,native,828,74859.39589
3463,Lasthenia chrysantha,10,Flowering Plants - Dicots,native,23,505.806729
3464,Lasthenia conjugens,13,Flowering Plants - Dicots,1B.1,258,1517.420187
3465,Lasthenia coronaria,14,Flowering Plants - Dicots,native,22,17197.42879
3466,Lasthenia debilis,10,Flowering Plants - Dicots,native,9,1517.420187
3467,Lasthenia ferrisiae,10,Flowering Plants - Dicots,4.2,33,3793.550468
3468,Lasthenia fremontii,13,Flowering Plants - Dicots,native,168,10874.84467
3469,Lasthenia glaberrima,13,Flowering Plants - Dicots,native,95,15932.91196
3470,Lasthenia glabrata,20,Flowering Plants - Dicots,native,227,5816.777384
3471,Lasthenia gracilis,87,Flowering Plants - Dicots,native,69,71571.65215
3472,Lasthenia leptalea,10,Flowering Plants - Dicots,4.3,10,2276.130281
3473,Lasthenia maritima,10,Flowering Plants - Dicots,native,78,4299.357197
3474,Lasthenia microglossa,10,Flowering Plants - Dicots,native,17,6575.487477
3475,Lasthenia minor,10,Flowering Plants - Dicots,native,120,10621.94131
3476,Lasthenia platycarpha,10,Flowering Plants - Dicots,native,16,4552.260561
3477,Lathyrus angulatus,15,Flowering Plants - Dicots,weed,491,72113.58799
3478,Lathyrus aphaca,88,Flowering Plants - Dicots,weed,3860,132593.6212
3479,Lathyrus biflorus,1,Flowering Plants - Dicots,1B.1,10,252.9033645
3480,Lathyrus cicera,61,Flowering Plants - Dicots,weed,2580,141192.3356
3481,Lathyrus delnorticus,2,Flowering Plants - Dicots,4.3,19,3540.647103
3482,Lathyrus glandulosus,3,Flowering Plants - Dicots,4.3,8,758.7100935
3483,Lathyrus hirsutus,12,Flowering Plants - Dicots,weed,1480,123669.7453
3484,Lathyrus hitchcockianus,1,Flowering Plants - Dicots,1B.3,22,505.806729
3485,Lathyrus japonicus,193,Flowering Plants - Dicots,2B.1,4109,341672.4454
3486,Lathyrus jepsonii,3,Flowering Plants - Dicots,native,86,1011.613458
3487,Lathyrus lanszwertii,4,Flowering Plants - Dicots,native,144,12898.07159
3488,Lathyrus lanszwertii var. aridus,1,Flowering Plants - Dicots,native,5,5310.970655
3489,Lathyrus lanszwertii var. lanszwertii,1,Flowering Plants - Dicots,native,9,5310.970655
3490,Lathyrus lanszwertii var. tracyi,0,Flowering Plants - Dicots,native,10,180.6452605
3491,Lathyrus latifolius,36,Flowering Plants - Dicots,weed,3320,171251.707
3492,Lathyrus littoralis,9,Flowering Plants - Dicots,native,185,5310.970655
3493,Lathyrus odoratus,8743,Flowering Plants - Dicots,weed,6140,41765.18423
3494,Lathyrus palustris,55,Flowering Plants - Dicots,2B.2,2620,634028.7348
3495,Lathyrus polyphyllus,3,Flowering Plants - Dicots,native,97,25037.43309
3496,Lathyrus rigidus,3,Flowering Plants - Dicots,2B.2,20,6322.584113
3497,Lathyrus sphaericus,21,Flowering Plants - Dicots,weed,916,102389.7337
3498,Lathyrus splendens,3,Flowering Plants - Dicots,4.3,46,7081.294206
3499,Lathyrus sulphureus,3,Flowering Plants - Dicots,native,54,26807.75664
3500,Lathyrus tingitanus,17,Flowering Plants - Dicots,weed,692,34792.27717
3501,Lathyrus torreyi,3,Flowering Plants - Dicots,native,39,9357.424487
3502,Lathyrus vestitus,4,Flowering Plants - Dicots,native,145,53362.60991
3503,Laurus nobilis,301,Flowering Plants - Dicots,weed,28600,190544.6208
3504,Lavatera trimestris,24,Flowering Plants - Dicots,weed,807,23230.9805
3505,Layia carnosa,0,Flowering Plants - Dicots,1B.1,102,1770.323552
3506,Layia chrysanthemoides,2,Flowering Plants - Dicots,native,40,11633.55477
3507,Layia discoidea,6,Flowering Plants - Dicots,1B.1,180,758.7100935
3508,Layia fremontii,1,Flowering Plants - Dicots,native,50,11886.45813
3509,Layia gaillardioides,2,Flowering Plants - Dicots,native,26,5058.06729
3510,Layia glandulosa,32,Flowering Plants - Dicots,native,265,103943.2828
3511,Layia heterotricha,23,Flowering Plants - Dicots,1B.1,33,8092.907664
3512,Layia hieracioides,2,Flowering Plants - Dicots,native,17,11380.6514
3513,Layia jonesii,1,Flowering Plants - Dicots,1B.2,23,758.7100935
3514,Layia leucopappa,1,Flowering Plants - Dicots,1B.1,16,1011.613458
3515,Layia munzii,0,Flowering Plants - Dicots,1B.2,29,1770.323552
3516,Layia pentachaeta,3,Flowering Plants - Dicots,native,29,3034.840374
3517,Layia platyglossa,0,Flowering Plants - Dicots,native,370,77135.52617
3518,Layia septentrionalis,3,Flowering Plants - Dicots,1B.2,27,3540.647103
3519,Leersia oryzoides,69,Flowering Plants - Monocots,native,11780,706612.0004
3520,Legenere limosa,5,Flowering Plants - Dicots,1B.1,82,469.6776773
3521,Lemna aequinoctialis,347,Flowering Plants - Monocots,native,4640,64490.35795
3522,Lemna gibba,165,Flowering Plants - Monocots,native,17100,721533.2989
3523,Lemna minor,293,Flowering Plants - Monocots,native,41910,2494891.691
3524,Lemna minuta,73,Flowering Plants - Monocots,native,2076,1517.420187
3525,Lemna trisulca,67,Flowering Plants - Monocots,native,7260,1208372.276
3526,Lemna turionifera,173,Flowering Plants - Monocots,native,596,193976.8806
3527,Lemna valdiviana,49,Flowering Plants - Monocots,native,824,20485.17252
3528,Lens culinaris,29307,Flowering Plants - Dicots,weed,51600,58998.74208
3529,Lepechinia calycina,16,Flowering Plants - Dicots,native,203,25290.33645
3530,Lepechinia cardiophylla,1,Flowering Plants - Dicots,1B.2,30,3034.840374
3531,Lepechinia fragrans,2,Flowering Plants - Dicots,4.2,26,4046.453832
3532,Lepechinia ganderi,6,Flowering Plants - Dicots,1B.3,31,1264.516823
3533,Lepechinia rossii,1,Flowering Plants - Dicots,1B.2,10,1264.516823
3534,Lepidium campestre,117,Flowering Plants - Dicots,weed,3360,170818.1583
3535,Lepidium densiflorum,107,Flowering Plants - Dicots,native,2354,574596.4441
3536,Lepidium dictyotum,7,Flowering Plants - Dicots,native,61,11886.45813
3537,Lepidium flavum,8,Flowering Plants - Dicots,native,98,22002.59271
3538,Lepidium fremontii,10,Flowering Plants - Dicots,native,241,55385.83683
3539,Lepidium heterophyllum,24,Flowering Plants - Dicots,weed,534,105894.2517
3540,Lepidium jaredii,5,Flowering Plants - Dicots,native,18,1011.613458
3541,Lepidium latifolium,139,Flowering Plants - Dicots,weed,4560,400598.9294
3542,Lepidium latipes,6,Flowering Plants - Dicots,native,82,11127.74804
3543,Lepidium montanum,208,Flowering Plants - Dicots,native,366,24278.72299
3544,Lepidium nitidum,8,Flowering Plants - Dicots,native,316,72330.36225
3545,Lepidium oblongum,9,Flowering Plants - Dicots,native,138,51339.38299
3546,Lepidium oxycarpum,6,Flowering Plants - Dicots,native,27,3540.647103
3547,Lepidium perfoliatum,61,Flowering Plants - Dicots,weed,2650,73594.87913
3548,Lepidium pinnatifidum,8,Flowering Plants - Dicots,weed,83,4985.80919
3549,Lepidium ramosissimum,10,Flowering Plants - Dicots,native,100,22002.59271
3550,Lepidium strictum,4,Flowering Plants - Dicots,weed,54,12103.23245
3551,Lepidium thurberi,5,Flowering Plants - Dicots,native,94,13403.87832
3552,Lepidium virginicum,64,Flowering Plants - Dicots,native,9180,912981.1458
3553,Lepidospartum latisquamum,1,Flowering Plants - Dicots,native,31,4299.357197
3554,Lepidospartum squamatum,3,Flowering Plants - Dicots,native,209,36165.18112
3555,Leptochloa dubia,45,Flowering Plants - Monocots,native,973,39741.95731
3556,Leptochloa fusca,112,Flowering Plants - Monocots,native,3265,8598.714393
3557,Leptochloa viscida,26,Flowering Plants - Monocots,native,49,10621.94131
3558,Lessingia arachnoidea,10,Flowering Plants - Dicots,1B.2,24,1011.613458
3559,Lessingia germanorum,6,Flowering Plants - Dicots,1B.1,57,505.806729
3560,Lessingia glandulifera,29,Flowering Plants - Dicots,native,70,10621.94131
3561,Lessingia glandulifera var. glandulifera,13,Flowering Plants - Dicots,native,5,25796.14318
3562,Lessingia glandulifera var. tomentosa,4,Flowering Plants - Dicots,1B.1,8,758.7100935
3563,Lessingia hololeuca,6,Flowering Plants - Dicots,3,31,1770.323552
3564,Lessingia leptoclada,6,Flowering Plants - Dicots,native,27,11380.6514
3565,Lessingia micradenia,4,Flowering Plants - Dicots,native,40,1120.000615
3566,Lessingia micradenia var. glabrata,2,Flowering Plants - Dicots,1B.2,17,505.806729
3567,Lessingia micradenia var. micradenia,2,Flowering Plants - Dicots,1B.2,8,505.806729
3568,Lessingia nana,7,Flowering Plants - Dicots,native,7,2276.130281
3569,Lessingia nemaclada,6,Flowering Plants - Dicots,native,33,16438.71869
3570,Lessingia ramulosa,9,Flowering Plants - Dicots,native,19,2781.93701
3571,Lessingia tenuis,6,Flowering Plants - Dicots,4.3,13,7081.294206
3572,Lessingia virgata,2,Flowering Plants - Dicots,native,10,3540.647103
3573,Leucanthemum lacustre,4,Flowering Plants - Dicots,weed,26,722.581042
3574,Leucanthemum maximum,11,Flowering Plants - Dicots,weed,1322,29987.11324
3575,Leucanthemum vulgare,232,Flowering Plants - Dicots,weed,17650,4300115.907
3576,Leucocrinum montanum,18,Flowering Plants - Monocots,native,303,56650.35365
3577,Leucojum aestivum,88,Flowering Plants - Monocots,weed,3240,84289.07855
3578,Leucosyris arida,6,Flowering Plants - Dicots,native,29,1264.516823
3579,Leucosyris carnosa,8,Flowering Plants - Dicots,native,54,3793.550468
3580,Leucothoe davisiae,11,Flowering Plants - Dicots,native,107,505.806729
3581,Lewisia brachycalyx,2,Flowering Plants - Dicots,2B.2,38,8598.714393
3582,Lewisia cantelovii,3,Flowering Plants - Dicots,1B.2,31,1517.420187
3583,Lewisia congdonii,4,Flowering Plants - Dicots,1B.3,19,1011.613458
3584,Lewisia cotyledon,5,Flowering Plants - Dicots,native,166,6069.680748
3585,Lewisia cotyledon var. cotyledon,1,Flowering Plants - Dicots,native,22,4805.163926
3586,Lewisia cotyledon var. heckneri,1,Flowering Plants - Dicots,1B.2,11,1011.613458
3587,Lewisia cotyledon var. howellii,1,Flowering Plants - Dicots,native,21,4046.453832
3588,Lewisia disepala,2,Flowering Plants - Dicots,1B.2,17,758.7100935
3589,Lewisia kelloggii,3,Flowering Plants - Dicots,native,36,2276.130281
3590,Lewisia leeana,4,Flowering Plants - Dicots,native,35,6828.390842
3591,Lewisia longipetala,4,Flowering Plants - Dicots,1B.3,26,758.7100935
3592,Lewisia nevadensis,2,Flowering Plants - Dicots,native,91,28325.17682
3593,Lewisia oppositifolia,2,Flowering Plants - Dicots,2B.2,25,2529.033645
3594,Lewisia pygmaea,22,Flowering Plants - Dicots,native,306,45522.60561
3595,Lewisia rediviva,14,Flowering Plants - Dicots,native,734,92056.82468
3596,Lewisia rediviva var. minor,2,Flowering Plants - Dicots,native,14,6575.487477
3597,Lewisia rediviva var. rediviva,2,Flowering Plants - Dicots,native,9,8345.811029
3598,Lewisia serrata,2,Flowering Plants - Dicots,1B.1,28,758.7100935
3599,Lewisia stebbinsii,2,Flowering Plants - Dicots,1B.2,11,758.7100935
3600,Lewisia triphylla,4,Flowering Plants - Dicots,native,104,31612.92056
3601,Libertia formosa,2,Flowering Plants - Monocots,weed,63,2276.130282
3602,Ligusticum apiifolium,2,Flowering Plants - Dicots,native,90,0
3603,Ligusticum californicum,0,Flowering Plants - Dicots,native,30,10116.13458
3604,Ligusticum grayi,4,Flowering Plants - Dicots,native,159,31612.92056
3605,Ligustrum japonicum,111,Flowering Plants - Dicots,weed,4420,43101.95916
3606,Ligustrum lucidum,219,Flowering Plants - Dicots,weed,12800,489620.9137
3607,Ligustrum ovalifolium,137,Flowering Plants - Dicots,weed,2040,95127.79418
3608,Lilaeopsis masonii,10,Flowering Plants - Dicots,1B.1,88,1517.420187
3609,Lilaeopsis occidentalis,16,Flowering Plants - Dicots,native,138,14162.58841
3610,Lilium bolanderi,2,Flowering Plants - Monocots,4.2,41,5563.874019
3611,Lilium columbianum,9,Flowering Plants - Monocots,native,327,154271.0523
3612,Lilium humboldtii,11,Flowering Plants - Monocots,native,159,5058.06729
3613,Lilium kelleyanum,0,Flowering Plants - Monocots,native,41,18714.84897
3614,Lilium kelloggii,2,Flowering Plants - Monocots,4.3,19,2276.130281
3615,Lilium maritimum,5,Flowering Plants - Monocots,1B.1,52,2529.033645
3616,Lilium occidentale,0,Flowering Plants - Monocots,1B.1,130,2023.226916
3617,Lilium pardalinum,59,Flowering Plants - Monocots,native,291,45269.70225
3618,Lilium parryi,51,Flowering Plants - Monocots,1B.2,154,19473.55907
3619,Lilium parvum,2,Flowering Plants - Monocots,native,80,19473.55907
3620,Lilium rubescens,9,Flowering Plants - Monocots,4.2,44,9610.327851
3621,Lilium washingtonianum,12,Flowering Plants - Monocots,native,109,35406.47103
3622,Limnanthes alba,19415,Flowering Plants - Dicots,native,1510,13150.97495
3623,Limnanthes bakeri,3,Flowering Plants - Dicots,1B.1,41,505.806729
3624,Limnanthes douglasii,67,Flowering Plants - Dicots,native,1030,73594.87907
3625,Limnanthes floccosa,105,Flowering Plants - Dicots,native,271,2529.033645
3626,Limnanthes montana,3,Flowering Plants - Dicots,native,11,1517.420187
3627,Limnanthes vinculans,3,Flowering Plants - Dicots,1B.1,88,758.7100935
3628,Limnobium spongia,12,Flowering Plants - Monocots,weed,1589,19220.6557
3629,Limonium californicum,7,Flowering Plants - Dicots,native,347,13656.78168
3630,Limonium perezii,4,Flowering Plants - Dicots,weed,1006,12392.26487
3631,Limonium sinuatum,13,Flowering Plants - Dicots,weed,2290,82229.72258
3632,Limosella acaulis,1,Flowering Plants - Dicots,native,50,19726.46243
3633,Limosella aquatica,46,Flowering Plants - Dicots,native,2710,634787.4449
3634,Limosella australis,29,Flowering Plants - Dicots,2B.1,455,121646.5183
3635,Linanthus arenicola,3,Flowering Plants - Dicots,native,25,1517.420187
3636,Linanthus bellus,2,Flowering Plants - Dicots,2B.1,11,7081.294206
3637,Linanthus bernardinus,1,Flowering Plants - Dicots,1B.2,3,252.9033645
3638,Linanthus bigelovii,3,Flowering Plants - Dicots,native,89,30854.21047
3639,Linanthus concinnus,2,Flowering Plants - Dicots,1B.2,17,1517.420187
3640,Linanthus demissus,10,Flowering Plants - Dicots,native,50,27313.56337
3641,Linanthus dianthiflorus,3,Flowering Plants - Dicots,native,62,28578.08019
3642,Linanthus dichotomus,8,Flowering Plants - Dicots,native,107,42487.76524
3643,Linanthus jonesii,3,Flowering Plants - Dicots,native,33,21496.78598
3644,Linanthus killipii,2,Flowering Plants - Dicots,1B.2,11,758.7100935
3645,Linanthus orcuttii,2,Flowering Plants - Dicots,1B.3,14,4299.357197
3646,Linanthus parryae,2,Flowering Plants - Dicots,native,530,19979.3658
3647,Linaria bipartita,18,Flowering Plants - Dicots,weed,189,5058.067294
3648,Linaria maroccana,18,Flowering Plants - Dicots,weed,292,37935.50471
3649,Linaria pinifolia,4,Flowering Plants - Dicots,weed,47,1228.387771
3650,Linaria purpurea,19,Flowering Plants - Dicots,weed,612,123597.4872
3651,Linaria vulgaris,194,Flowering Plants - Dicots,weed,12000,3667351.689
3652,Lindernia dubia,40,Flowering Plants - Dicots,native,1846,239499.4862
3653,Linum bienne,427,Flowering Plants - Dicots,weed,2425,130606.5233
3654,Linum grandiflorum,37,Flowering Plants - Dicots,weed,890,54229.7072
3655,Linum lewisii var. lewisii,5,Flowering Plants - Dicots,native,2965,37682.60131
3656,Linum puberulum,1,Flowering Plants - Dicots,2B.3,85,33383.24411
3657,Linum trigynum,10,Flowering Plants - Dicots,weed,996,100113.6034
3658,Linum usitatissimum,380485,Flowering Plants - Dicots,weed,62200,184474.94
3659,Lipocarpha aristulata,3,Flowering Plants - Monocots,native,42,1481.291136
3660,Lipocarpha micrantha,18,Flowering Plants - Monocots,native,478,16438.71871
3661,Lipocarpha occidentalis,3,Flowering Plants - Monocots,native,12,397.4195731
3662,Listera convallarioides,0,Flowering Plants - Monocots,native,275,6611.616534
3663,Listera cordata,32,Flowering Plants - Monocots,4.2,3248,113409.0945
3664,Lithophragma affine,9,Flowering Plants - Dicots,native,87,54374.22337
3665,Lithophragma bolanderi,12,Flowering Plants - Dicots,native,50,17450.33215
3666,Lithophragma campanulatum,4,Flowering Plants - Dicots,native,12,10874.84467
3667,Lithophragma cymbalaria,4,Flowering Plants - Dicots,native,27,9357.424487
3668,Lithophragma glabrum,8,Flowering Plants - Dicots,native,103,22002.59271
3669,Lithophragma heterophyllum,4,Flowering Plants - Dicots,native,46,21243.88262
3670,Lithophragma maximum,12,Flowering Plants - Dicots,1B.1,55,0
3671,Lithophragma parviflorum,24,Flowering Plants - Dicots,native,263,31612.92056
3672,Lithophragma parviflorum var. parviflorum,1,Flowering Plants - Dicots,native,12,26049.04654
3673,Lithophragma parviflorum var. trifoliatum,1,Flowering Plants - Dicots,native,12,3287.743739
3674,Lithophragma tenellum,15,Flowering Plants - Dicots,native,48,11778.07098
3675,Lithospermum californicum,15,Flowering Plants - Dicots,native,34,9104.521122
3676,Lithospermum incisum,20,Flowering Plants - Dicots,2B.3,687,316887.9157
3677,Lithospermum ruderale,16,Flowering Plants - Dicots,native,926,107483.9299
3678,Lobelia dunnii var. serrata,0,Flowering Plants - Dicots,native,5,2529.033647
3679,Lobelia erinus,56,Flowering Plants - Dicots,weed,1370,179236.2275
3680,Lobularia maritima,57,Flowering Plants - Dicots,weed,3800,1629203.474
3681,Loeflingia squarrosa,9,Flowering Plants - Dicots,native,182,4046.453832
3682,Loeseliastrum matthewsii,9,Flowering Plants - Dicots,native,55,30095.50038
3683,Loeseliastrum schottii,7,Flowering Plants - Dicots,native,81,34900.6643
3684,Logfia gallica,14,Flowering Plants - Dicots,weed,1231,95705.85901
3685,Lomatium austiniae,1,Flowering Plants - Dicots,native,5,1011.613458
3686,Lomatium bicolor var. leptocarpum,24,Flowering Plants - Dicots,native,79,7081.294206
3687,Lomatium californicum,16,Flowering Plants - Dicots,native,143,23520.0129
3688,Lomatium canbyi,23,Flowering Plants - Dicots,4.3,87,10116.13458
3689,Lomatium caruifolium,37,Flowering Plants - Dicots,native,38,3540.647103
3690,Lomatium caruifolium var. caruifolium,1,Flowering Plants - Dicots,native,5,3540.647103
3691,Lomatium caruifolium var. denticulatum,1,Flowering Plants - Dicots,native,9,6828.390842
3692,Lomatium ciliolatum,1,Flowering Plants - Dicots,native,17,1264.516823
3693,Lomatium congdonii,21,Flowering Plants - Dicots,1B.2,15,252.9033645
3694,Lomatium dasycarpum,4,Flowering Plants - Dicots,native,91,36923.89122
3695,Lomatium dissectum,48,Flowering Plants - Dicots,native,799,42234.86187
3696,Lomatium engelmannii,31,Flowering Plants - Dicots,4.3,17,2529.033645
3697,Lomatium foeniculaceum,29,Flowering Plants - Dicots,native,268,24531.62636
3698,Lomatium grayi,99,Flowering Plants - Dicots,2B.3,462,3793.550468
3699,Lomatium hallii,10,Flowering Plants - Dicots,native,21,10116.13458
3700,Lomatium hendersonii,7,Flowering Plants - Dicots,2B.3,27,3034.840374
3701,Lomatium hooveri,1,Flowering Plants - Dicots,4.3,16,2276.130281
3702,Lomatium howellii,7,Flowering Plants - Dicots,4.3,33,2276.130281
3703,Lomatium insulare,1,Flowering Plants - Dicots,1B.2,36,2023.226916
3704,Lomatium lucidum,2,Flowering Plants - Dicots,native,33,14921.29851
3705,Lomatium macrocarpum,74,Flowering Plants - Dicots,native,361,96356.18187
3706,Lomatium marginatum,13,Flowering Plants - Dicots,native,27,6322.584113
3707,Lomatium marginatum var. marginatum,1,Flowering Plants - Dicots,native,3,4552.260561
3708,Lomatium marginatum var. purpureum,1,Flowering Plants - Dicots,native,5,4046.453832
3709,Lomatium martindalei,2,Flowering Plants - Dicots,2B.3,111,25543.23981
3710,Lomatium mohavense,1,Flowering Plants - Dicots,native,30,17450.33215
3711,Lomatium nevadense,37,Flowering Plants - Dicots,native,123,36418.08449
3712,Lomatium nevadense var. nevadense,7,Flowering Plants - Dicots,native,8,23520.0129
3713,Lomatium nevadense var. parishii,10,Flowering Plants - Dicots,native,20,14921.29851
3714,Lomatium nudicaule,48,Flowering Plants - Dicots,native,277,61961.3243
